"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","P","J","Y","K","N","H","M","E","U","色"
13228006725,13228,"67-5","せとおかこふんぐん25ごうふん","瀬戸岡古墳群25号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","円墳?","",139.2885578,35.73989927,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006727,13228,"67-7","せとおかこふんぐん27ごうふん","瀬戸岡古墳群27号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","円墳?","",139.2874677,35.73953003,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006728,13228,"67-8","せとおかこふんぐん28ごうふん","瀬戸岡古墳群28号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","円墳?","",139.2876394,35.73957183,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006729,13228,"67-9","せとおかこふんぐん29ごうふん","瀬戸岡古墳群29号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","円墳?","",139.2877853,35.73946733,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006730,13228,"67-0","せとおかこふんぐん30ごうふん","瀬戸岡古墳群30号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","円墳?","鉄鏃　人骨　土師器　石製品　鉄器",139.2879312,35.739328,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006731,13228,"67-1","せとおかこふんぐん31ごうふん","瀬戸岡古墳群31号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","円墳?","",139.2881372,35.7395161,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006732,13228,"67-2","せとおかこふんぐん32ごうふん","瀬戸岡古墳群32号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","円墳?　[古墳時代]横穴式石室","土師器　須恵器",139.2883003,35.73943946,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006733,13228,"67-3","せとおかこふんぐん33ごうふん","瀬戸岡古墳群33号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","円墳?","",139.2885148,35.7395579,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006734,13228,"67-4","せとおかこふんぐん34ごうふん","瀬戸岡古墳群34号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","円墳?　[古墳時代]横穴式石室","",139.2879484,35.73867312,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006735,13228,"67-5","せとおかこふんぐん35ごうふん","瀬戸岡古墳群35号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","円墳?","",139.2880514,35.73851288,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006737,13228,"67-7","せとおかこふんぐん37ごうふん","瀬戸岡古墳群37号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","円墳?","",139.2879398,35.73941856,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006738,13228,"67-8","せとおかこふんぐん38ごうふん","瀬戸岡古墳群38号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","円墳?","鉄製刀子",139.287339,35.73961363,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006739,13228,"67-9","せとおかこふんぐん39ごうふん","瀬戸岡古墳群39号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","円墳?","直刀",139.2871072,35.73967633,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006740,13228,"67-0","せとおかこふんぐん40ごうふん","瀬戸岡古墳群40号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","","鉄鏃　直刀",139.2878368,35.7395788,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006741,13228,"67-1","せとおかこふんぐん41ごうふん","瀬戸岡古墳群41号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","","",139.2892272,35.7396415,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006742,13228,"67-2","せとおかこふんぐん42ごうふん","瀬戸岡古墳群42号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","","",139.2856567,35.73869402,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006743,13228,"67-3","せとおかこふんぐん43ごうふん","瀬戸岡古墳群43号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","","",139.2859142,35.73880549,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006744,13228,"67-4","せとおかこふんぐん44ごうふん","瀬戸岡古墳群44号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","","",139.2877595,35.74000377,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006745,13228,"67-5","せとおかこふんぐん45ごうふん","瀬戸岡古墳群45号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","","",139.2874677,35.7397042,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006746,13228,"67-6","せとおかこふんぐん46ごうふん","瀬戸岡古墳群46号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","","",139.2886522,35.740373,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006747,13228,"67-7","せとおかこふんぐん47ごうふん","瀬戸岡古墳群47号墳","あきる野市 瀬戸岡","[古墳時代]","古墳","","",139.2889268,35.74054716,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228006905,13228,"69-5","はらこみやこふんぐん5ごうふん","原小宮古墳群5号墳","あきる野市 原小宮","[古墳時代？]","古墳","","",139.3013283,35.7344642,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228007100,13228,"71","","あきる野市No.71遺跡","あきる野市 平沢","[古墳時代？]","古墳","","",139.30998,35.73117563,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228007900,13228,"79","おおつかこふん","大塚古墳","あきる野市 雨間","[古墳時代？]［中世］","古墳？・その他","[中世]修法壇　跡？","",139.2929855,35.72783119,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"green"
13228010401,13228,"04-1","","あきる野市No.104-1遺跡","あきる野市 牛沼","[古墳時代]","古墳","円墳","",139.2840677,35.72077256,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228010402,13228,"04-2","","あきる野市No.104-2遺跡","あきる野市 牛沼","[古墳時代]","古墳","円墳","",139.2842051,35.7205217,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228010403,13228,"04-3","","あきる野市No.104-3遺跡","あきる野市 牛沼","[古墳時代]","古墳","円墳","",139.2845484,35.72053564,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228010500,13228,"105","","あきる野市No.105遺跡","あきる野市 二宮","[古墳時代]","古墳","","須恵器　鉄製品　鍔",139.3133103,35.72710654,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
13228010600,13228,"106","","あきる野市No.106遺跡","あきる野市 引田","[古墳時代][中世][近世]","古墳","","土師器　板碑　宝篋印塔　銭貨　火葬骨",139.2697633,35.71956855,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"green"
13305001900,13305,"19","しもひらいこふん","下平井古墳","日の出町 平井","[古墳時代]","古墳","","須恵器　鉄鏃　刀子　直刀",139.2741196,35.74017102,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"green"
